genus,sp,subsp,state,federal status,state status,notes/additional state status,source
Sympetrum,ambiguum,,Maryland,,,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Sympetrum,obtrusum,,Maryland,,,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Sympetrum,semicinctum,,Maryland,,,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Tachopteryx,thoreyi,,Maryland,,,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Telebasis,byersi,,Maryland,,,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Chlorotettix,sp 1,,Maryland,,,Uncertain status,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Limotettix,minuendus,,Maryland,,Endangered,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Cicindela,dorsalis,dorsalis,Maryland,,Endangered,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Cicindela,dorsalis,,Maryland,,Endangered,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Cicindela,lepida,,Maryland,,Endangered,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Cicindela,puritana,,Maryland,,Endangered,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Cicindela,scutellaris,,Maryland,,,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Cicindela,unipunctata,,Maryland,,,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Dryobius,sexnotatus,,Maryland,,Endangered,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Helops,cisteloides,,Maryland,,Endangered,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Hoperius,planatus,,Maryland,,,Imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Hydrochara,occultus,,Maryland,,,Uncertain status,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Hydrochus,spangleri,,Maryland,,Endangered,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Laccophilus,schwarzi,,Maryland,,,Believed to be extirpated,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Lucanus,elephus,,Maryland,,,Uncertain status,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Nephus,gordoni,,Maryland,,,Uncertain status,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Nicrophorus,americanus,,Maryland,,Endangered/Extirpated,Believed to be extirpated,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Pseudanophthalmus,sp 15,,Maryland,,,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Schoenicus,puberulus,,Maryland,,Endangered,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Sperchopsis,tessellatus,,Maryland,,,Imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Hydropsyche,brunneipennis,,Maryland,,,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Amblyscirtes,hegon,,Maryland,,In need of conservation,Imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Atlides,halesus,,Maryland,,Threatened,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Autochton,cellus,,Maryland,,Endangered/Extirpated,"Historically known, unverified for 20 years",http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Boloria,selene,,Maryland,,,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Calephelis,borealis,,Maryland,,Threatened,Imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Callophrys,hesseli,,Maryland,,Endangered/Extirpated,"Historically known, unverified for 20 years",http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Callophrys,irus,,Maryland,,Endangered,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Callophrys,polios,,Maryland,,Endangered,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Celastrina,neglectamajor,,Maryland,,,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Celastrina,nigra,,Maryland,,Endangered/Extirpated,"Historically known, unverified for 20 years",http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Chlosyne,harrisii,,Maryland,,Threatened,Imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Colias,interior,,Maryland,,,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Erora,laeta,,Maryland,,Endangered,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Erynnis,martialis,,Maryland,,Endangered,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Euchloe,olympia,,Maryland,,In need of conservation,Imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Euphydryas,phaeton,,Maryland,,,Imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Euphyes,bimacula,,Maryland,,Endangered,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Euphyes,dion,,Maryland,,,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Glaucopsyche,lygdamus,,Maryland,,In need of conservation,Imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Hermeuptychia,sosybius,,Maryland,,,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Hesperia,sassacus,,Maryland,,,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Lycaena,epixanthe,,Maryland,,Endangered,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Nymphalis,vau-album,,Maryland,,Endangered,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Papilio,cresphontes,,Maryland,,In need of conservation,Imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Papilio,palamedes,,Maryland,,Endangered,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Phyciodes,batesii,,Maryland,,Endangered/Extirpated,"Historically known, unverified for 20 years",http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Pieris,virginiensis,,Maryland,,,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Poanes,massasoit,,Maryland,,Endangered,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Polites,mystic,,Maryland,,,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Problema,bulenta,,Maryland,,Threatened,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Pyrgus,wyandot,,Maryland,,Endangered,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Satyrium,caryaevorus,,Maryland,,Endangered,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Satyrium,edwardsii,,Maryland,,Endangered,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Satyrium,favonius,,Maryland,,Endangered,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Satyrium,kingi,,Maryland,,Endangered,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Speyeria,atlantis,,Maryland,,Threatened,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Speyeria,idalia,,Maryland,,Endangered/Extirpated,"Historically known, unverified for 20 years",http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Agnorisma,bollii,,Maryland,,,Uncertain status,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Apamea,apamiformis,,Maryland,,,Imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Apamea,mixta,,Maryland,,,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Apamea,plutonia,,Maryland,,,Uncertain status,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Capis,curvata,,Maryland,,,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Catocala,marmorata,,Maryland,,,"Historically known, unverified for 20 years",http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Catocala,pretiosa,pretiosa,Maryland,,,"Historically known, unverified for 20 years",http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Ectoedemia,castaneae,,Maryland,,,"Historically known, unverified for 20 years",http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Ectoedemia,phleophaga,,Maryland,,,"Historically known, unverified for 20 years",http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Elaphria,georgei,,Maryland,,,Uncertain status,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Hadena,ectypa,,Maryland,,,Uncertain status,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Isoparce,cupressi,,Maryland,,,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Lytrosis,sinuosa,,Maryland,,,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Meropleon,titan,,Maryland,,,Imperilled to Apparently secure,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Papaipema,duovata,,Maryland,,,Uncertain status,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Papaipema,polymniae,,Maryland,,,"Historically known, unverified for 20 years",http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Sphinx,franckii,,Maryland,,,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Acantharchus,pomotis,,Maryland,,In need of conservation,Imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Acipenser,brevirostrum,,Maryland,,Endangered,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Acipenser,oxyrinchus,,Maryland,,,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Ameiurus,catus,,Maryland,,,Uncertain status,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Catostomus,catostomus,,Maryland,,Endangered/Extirpated,"Historically known, unverified for 20 years",http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Centrarchus,macropterus,,Maryland,,Threatened,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Cottus,bairdii,,Maryland,,,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Cottus,sp 7,,Maryland,,,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Enneacanthus,chaetodon,,Maryland,,Endangered,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Enneacanthus,gloriosus,,Maryland,,,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Enneacanthus,obesus,,Maryland,,,Imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Etheostoma,fusiforme,,Maryland,,In need of conservation,Imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Etheostoma,nigrum,,Maryland,,,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Etheostoma,sellare,,Maryland,,Endangered,"Historically known, unverified for 20 years",http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Etheostoma,vitreum,,Maryland,,Threatened,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Lampetra,appendix,,Maryland,,Threatened,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Luxilus,chrysocephalus,,Maryland,,In need of conservation,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Margariscus,margarita,,Maryland,,Threatened,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Notropis,amoenus,,Maryland,,Threatened,Imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Notropis,bifrenatus,,Maryland,,Endangered/Extirpated,"Historically known, unverified for 20 years",http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Notropis,chalybaeus,,Maryland,,Endangered,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Noturus,flavus,,Maryland,,Endangered,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Pararhinichthys,bowersi,,Maryland,,Endangered/Extirpated,Believed to be extirpated,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Percina,caprodes,,Maryland,,Threatened,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Percina,notogramma,,Maryland,,Endangered,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Percina,peltata,,Maryland,,,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Percopsis,omiscomaycus,,Maryland,,Endangered/Extirpated,Believed to be extirpated,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Salvelinus,fontinalis,,Maryland,,,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Ambystoma,jeffersonianum,,Maryland,,,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Ambystoma,tigrinum,,Maryland,,Endangered,Imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Aneides,aeneus,,Maryland,,Endangered,Imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Cryptobranchus,alleganiensis,,Maryland,,Endangered,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Gastrophryne,carolinensis,,Maryland,,Endangered,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Hyla gratiosa,Critically imperilled,,Maryland,,,Endangered,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Necturus maculosus,Critically imperilled,,Maryland,,,Endangered/Extirpated,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Plethodon wehrlei,Imperilled,,Maryland,,In need of conservation,,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Pseudacris,brachyphona,,Maryland,,Endangered,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Rana,virgatipes,,Maryland,,,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Apalone,spinifera,,Maryland,,In need of conservation,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Caretta,caretta,,Maryland,,Threatened,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Cemophora,coccinea,,Maryland,,,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Chelonia,mydas,,Maryland,,Threatened,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Crotalus,horridus,,Maryland,,,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Dermochelys,coriacea,,Maryland,,Endangered,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Eretmochelys,imbricata,,Maryland,,Endangered,"Reported, migrant",http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Eumeces,anthracinus,,Maryland,,Endangered,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Farancia,erytrogramma,,Maryland,,Endangered,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
